%
% ARFF data file, generated by KNIME
%
% Date: Mon Nov 28 18:37:17 BRST 2016
% User: guillaume
%

@RELATION DataTable
@ATTRIBUTE cap-shape	{x,b,s,f,k,c,missing}
@ATTRIBUTE cap-surface	{s,y,f,g,missing}
@ATTRIBUTE cap-color	{n,y,w,g,e,p,b,u,c,r,missing}
@ATTRIBUTE bruises?	{t,f,missing}
@ATTRIBUTE odor	{p,a,l,n,f,c,y,s,m,missing}
@ATTRIBUTE gill-attachment	{f,a,missing}
@ATTRIBUTE gill-spacing	{c,w,missing}
@ATTRIBUTE gill-size	{n,b,missing}
@ATTRIBUTE gill-color	{k,n,g,p,w,h,u,e,b,r,y,o,missing}
@ATTRIBUTE stalk-shape	{e,t,missing}
@ATTRIBUTE stalk-root	{e,c,b,r,missing}
@ATTRIBUTE stalk-surface-above-ring	{s,f,k,y,missing}
@ATTRIBUTE stalk-surface-below-ring	{s,f,y,k,missing}
@ATTRIBUTE Col14	{w,g,p,n,b,e,o,c,y,missing}
@ATTRIBUTE stalk-color-above-ring	{w,p,g,b,n,e,y,o,c,missing}
@ATTRIBUTE veil-type	{p,missing}
@ATTRIBUTE veil-color	{w,n,o,y,missing}
@ATTRIBUTE ring-number	{o,t,n,missing}
@ATTRIBUTE ring-type	{p,e,l,f,n,missing}
@ATTRIBUTE spore-print-color	{k,n,u,h,w,r,o,y,b,missing}
@ATTRIBUTE population	{s,n,a,v,y,c,missing}
@ATTRIBUTE habitat	{u,g,m,d,p,w,l,missing}
@ATTRIBUTE p	{0,1}

@DATA
k,y,e,f,f,f,c,n,b,t,missing,k,k,p,w,p,w,o,e,w,v,d,1
x,s,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d,0
f,s,n,f,f,f,c,n,b,t,missing,k,k,w,p,p,w,o,e,w,v,d,1
k,s,n,f,y,f,c,n,b,t,missing,s,s,w,w,p,w,o,e,w,v,l,1
f,y,n,f,s,f,c,n,b,t,missing,k,k,w,w,p,w,o,e,w,v,p,1
x,s,n,f,s,f,c,n,b,t,missing,s,s,p,p,p,w,o,e,w,v,p,1
k,f,w,f,n,f,w,b,w,e,missing,s,s,w,w,p,w,t,p,w,s,g,0
f,y,e,f,f,f,c,n,b,t,missing,k,k,w,w,p,w,o,e,w,v,d,1
x,s,e,f,y,f,c,n,b,t,missing,s,k,p,w,p,w,o,e,w,v,p,1
x,s,n,f,f,f,c,n,b,t,missing,k,s,w,w,p,w,o,e,w,v,l,1
f,s,n,f,f,f,c,n,b,t,missing,k,s,w,w,p,w,o,e,w,v,p,1
k,s,n,f,y,f,c,n,b,t,missing,k,k,w,w,p,w,o,e,w,v,l,1
k,s,e,f,f,f,c,n,b,t,missing,k,s,w,w,p,w,o,e,w,v,p,1
k,s,e,f,s,f,c,n,b,t,missing,k,s,p,w,p,w,o,e,w,v,l,1
x,s,e,f,f,f,c,n,b,t,missing,k,k,w,p,p,w,o,e,w,v,d,1
b,s,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,p,0
k,s,e,f,y,f,c,n,b,t,missing,k,s,p,w,p,w,o,e,w,v,p,1
x,s,n,f,f,f,c,n,b,t,missing,s,s,w,w,p,w,o,e,w,v,p,1
x,y,e,f,f,f,c,n,b,t,missing,k,k,w,w,p,w,o,e,w,v,p,1
f,s,e,f,s,f,c,n,b,t,missing,s,s,p,p,p,w,o,e,w,v,l,1
b,s,n,f,n,a,c,b,n,e,missing,s,s,o,o,p,n,o,p,n,c,l,0
k,s,g,f,n,f,w,b,p,e,missing,k,k,w,w,p,w,t,p,w,n,g,0
k,y,e,f,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,1
k,y,e,f,y,f,c,n,b,t,missing,k,s,w,p,p,w,o,e,w,v,l,1
f,s,e,f,y,f,c,n,b,t,missing,k,k,p,p,p,w,o,e,w,v,d,1
k,s,n,f,n,a,c,b,y,e,missing,s,s,o,o,p,o,o,p,o,c,l,0
f,y,e,f,s,f,c,n,b,t,missing,k,s,p,w,p,w,o,e,w,v,d,1
k,y,e,f,s,f,c,n,b,t,missing,s,k,w,p,p,w,o,e,w,v,d,1
k,f,w,f,n,f,w,b,p,e,missing,k,s,w,w,p,w,t,p,w,s,g,0
x,s,g,f,n,f,w,b,w,e,missing,s,k,w,w,p,w,t,p,w,s,g,0
k,s,n,f,n,a,c,b,y,e,missing,s,s,o,o,p,o,o,p,o,v,l,0
k,y,e,f,s,f,c,n,b,t,missing,s,s,w,w,p,w,o,e,w,v,d,1
k,y,n,f,s,f,c,n,b,t,missing,k,s,w,p,p,w,o,e,w,v,l,1
k,s,e,f,s,f,c,n,b,t,missing,k,s,w,w,p,w,o,e,w,v,p,1
x,s,w,f,n,f,w,b,w,e,missing,k,k,w,w,p,w,t,p,w,s,g,0
k,s,w,f,n,f,w,b,g,e,missing,k,k,w,w,p,w,t,p,w,n,g,0
k,s,w,f,n,f,w,b,p,e,missing,k,s,w,w,p,w,t,p,w,s,g,0
k,s,e,f,f,f,c,n,b,t,missing,k,s,p,w,p,w,o,e,w,v,l,1
x,s,e,f,s,f,c,n,b,t,missing,s,s,p,w,p,w,o,e,w,v,p,1
k,s,g,f,n,f,w,b,w,e,missing,s,k,w,w,p,w,t,p,w,s,g,0
x,f,w,f,n,f,w,b,g,e,missing,s,k,w,w,p,w,t,p,w,s,g,0
k,y,e,f,f,f,c,n,b,t,missing,s,k,w,w,p,w,o,e,w,v,d,1
b,s,w,f,n,f,w,b,g,e,missing,s,s,w,w,p,w,t,p,w,s,g,0
k,s,e,f,s,f,c,n,b,t,missing,s,s,w,p,p,w,o,e,w,v,p,1
f,s,n,f,f,f,c,n,b,t,missing,s,k,w,w,p,w,o,e,w,v,p,1
f,y,n,f,f,f,c,n,b,t,missing,s,k,p,p,p,w,o,e,w,v,d,1
k,s,g,f,n,f,w,b,p,e,missing,s,k,w,w,p,w,t,p,w,s,g,0
x,s,w,f,n,f,w,b,w,e,missing,s,s,w,w,p,w,t,p,w,n,g,0
f,y,e,f,y,f,c,n,b,t,missing,s,s,w,p,p,w,o,e,w,v,p,1
x,s,e,f,f,f,c,n,b,t,missing,s,s,w,w,p,w,o,e,w,v,d,1
x,f,w,f,n,f,w,b,g,e,missing,k,k,w,w,p,w,t,p,w,s,g,0
k,f,w,f,n,f,w,b,g,e,missing,k,k,w,w,p,w,t,p,w,n,g,0
f,s,e,f,s,f,c,n,b,t,missing,k,k,p,w,p,w,o,e,w,v,d,1
f,s,g,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,0
k,s,e,f,y,f,c,n,b,t,missing,k,s,w,p,p,w,o,e,w,v,d,1
x,s,n,f,y,f,c,n,b,t,missing,s,k,w,p,p,w,o,e,w,v,p,1
k,s,n,f,n,a,c,b,y,e,missing,s,s,o,o,p,n,o,p,b,c,l,0
x,s,n,f,n,a,c,b,n,e,missing,s,s,o,o,p,o,o,p,n,c,l,0
k,y,e,f,s,f,c,n,b,t,missing,k,s,w,w,p,w,o,e,w,v,l,1
x,s,e,f,y,f,c,n,b,t,missing,k,s,p,w,p,w,o,e,w,v,d,1
x,s,n,f,s,f,c,n,b,t,missing,k,s,w,p,p,w,o,e,w,v,d,1
k,s,e,f,y,f,c,n,b,t,missing,k,k,w,w,p,w,o,e,w,v,d,1
x,s,n,f,y,f,c,n,b,t,missing,s,k,w,w,p,w,o,e,w,v,l,1
k,f,w,f,n,f,w,b,g,e,missing,k,s,w,w,p,w,t,p,w,n,g,0
k,s,n,f,n,a,c,b,o,e,missing,s,s,o,o,p,n,o,p,n,c,l,0
k,y,c,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,1
x,f,g,f,n,f,w,b,g,e,missing,s,s,w,w,p,w,t,p,w,s,g,0
x,s,n,f,n,a,c,b,n,e,missing,s,s,o,o,p,o,o,p,o,v,l,0
x,s,n,f,n,a,c,b,y,e,missing,s,s,o,o,p,o,o,p,b,v,l,0
k,y,e,f,s,f,c,n,b,t,missing,k,s,w,p,p,w,o,e,w,v,p,1
k,f,w,f,n,f,w,b,p,e,missing,s,s,w,w,p,w,t,p,w,n,g,0
x,f,g,f,n,f,w,b,g,e,missing,k,s,w,w,p,w,t,p,w,s,g,0
f,s,n,f,n,a,c,b,o,e,missing,s,s,o,o,p,o,o,p,n,v,l,0
k,y,n,f,y,f,c,n,b,t,missing,k,k,w,p,p,w,o,e,w,v,d,1
k,y,n,f,s,f,c,n,b,t,missing,k,s,p,w,p,w,o,e,w,v,l,1
f,y,n,f,s,f,c,n,b,t,missing,k,s,w,w,p,w,o,e,w,v,d,1
f,y,e,f,y,f,c,n,b,t,missing,k,s,w,p,p,w,o,e,w,v,p,1
k,f,g,f,n,f,w,b,p,e,missing,s,k,w,w,p,w,t,p,w,n,g,0
f,y,e,f,s,f,c,n,b,t,missing,k,k,w,p,p,w,o,e,w,v,d,1
f,y,n,f,s,f,c,n,b,t,missing,k,s,w,p,p,w,o,e,w,v,p,1
k,s,e,f,s,f,c,n,b,t,missing,k,s,p,p,p,w,o,e,w,v,l,1
k,s,g,f,n,f,w,b,w,e,missing,k,k,w,w,p,w,t,p,w,s,g,0
b,s,n,f,n,a,c,b,y,e,missing,s,s,o,o,p,n,o,p,y,c,l,0
k,y,n,f,f,f,c,n,b,t,missing,k,k,w,w,p,w,o,e,w,v,l,1
x,s,n,f,s,f,c,n,b,t,missing,k,s,p,p,p,w,o,e,w,v,p,1
b,s,n,f,n,a,c,b,o,e,missing,s,s,o,o,p,n,o,p,o,v,l,0
k,s,n,f,y,f,c,n,b,t,missing,k,s,w,w,p,w,o,e,w,v,d,1
k,s,n,f,y,f,c,n,b,t,missing,k,k,p,w,p,w,o,e,w,v,p,1
k,s,e,f,s,f,c,n,b,t,missing,s,k,w,w,p,w,o,e,w,v,l,1
f,s,e,f,s,f,c,n,b,t,missing,s,s,w,p,p,w,o,e,w,v,p,1
x,s,e,f,s,f,c,n,b,t,missing,s,s,p,p,p,w,o,e,w,v,p,1
x,s,e,f,y,f,c,n,b,t,missing,s,s,w,w,p,w,o,e,w,v,d,1
x,s,n,f,s,f,c,n,b,t,missing,s,s,p,w,p,w,o,e,w,v,d,1
k,y,n,f,y,f,c,n,b,t,missing,s,k,w,w,p,w,o,e,w,v,d,1
x,s,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,0
f,s,e,f,y,f,c,n,b,t,missing,s,k,w,p,p,w,o,e,w,v,d,1
x,y,n,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,1
k,s,n,f,f,f,c,n,b,t,missing,s,s,w,w,p,w,o,e,w,v,l,1
k,s,g,f,n,f,w,b,g,e,missing,k,k,w,w,p,w,t,p,w,s,g,0
k,s,n,f,f,f,c,n,b,t,missing,k,s,p,w,p,w,o,e,w,v,d,1
f,y,n,f,y,f,c,n,b,t,missing,k,k,p,w,p,w,o,e,w,v,p,1
k,s,n,f,s,f,c,n,b,t,missing,s,k,p,w,p,w,o,e,w,v,p,1
k,y,e,f,y,f,c,n,b,t,missing,s,k,p,w,p,w,o,e,w,v,d,1
f,y,e,f,f,f,c,n,b,t,missing,k,s,p,w,p,w,o,e,w,v,d,1
f,s,c,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,0
f,y,n,f,f,f,c,n,b,t,missing,s,k,p,w,p,w,o,e,w,v,l,1
k,s,e,f,f,f,c,n,b,t,missing,s,k,w,p,p,w,o,e,w,v,d,1
x,s,e,f,y,f,c,n,b,t,missing,k,s,p,p,p,w,o,e,w,v,l,1
f,y,e,f,y,f,c,n,b,t,missing,k,k,p,p,p,w,o,e,w,v,l,1
x,s,n,f,f,f,c,n,b,t,missing,s,s,p,w,p,w,o,e,w,v,p,1
f,s,n,f,n,a,c,b,y,e,missing,s,s,o,o,p,n,o,p,n,c,l,0
f,s,e,f,s,f,c,n,b,t,missing,s,k,p,p,p,w,o,e,w,v,d,1
x,y,e,f,s,f,c,n,b,t,missing,s,k,p,w,p,w,o,e,w,v,p,1
x,y,e,f,f,f,c,n,b,t,missing,s,k,w,w,p,w,o,e,w,v,d,1
x,s,e,f,s,f,c,n,b,t,missing,k,k,p,p,p,w,o,e,w,v,p,1
k,s,e,f,f,f,c,n,b,t,missing,k,k,p,p,p,w,o,e,w,v,l,1
x,s,e,f,y,f,c,n,b,t,missing,s,s,w,p,p,w,o,e,w,v,l,1
b,f,g,f,n,f,w,b,w,e,missing,k,s,w,w,p,w,t,p,w,s,g,0
k,y,e,f,s,f,c,n,b,t,missing,k,s,p,w,p,w,o,e,w,v,p,1
k,s,e,f,s,f,c,n,b,t,missing,s,k,p,w,p,w,o,e,w,v,l,1
k,f,g,f,n,f,w,b,g,e,missing,s,s,w,w,p,w,t,p,w,n,g,0
f,s,n,f,n,a,c,b,n,e,missing,s,s,o,o,p,n,o,p,n,v,l,0
f,y,n,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,1
k,s,e,f,s,f,c,n,b,t,missing,s,k,w,p,p,w,o,e,w,v,d,1
f,s,n,f,f,f,c,n,b,t,missing,k,k,w,w,p,w,o,e,w,v,l,1
k,y,n,f,f,f,c,n,b,t,missing,k,k,w,p,p,w,o,e,w,v,p,1
k,s,e,f,y,f,c,n,b,t,missing,s,s,w,p,p,w,o,e,w,v,l,1
k,y,n,f,y,f,c,n,b,t,missing,s,s,w,w,p,w,o,e,w,v,p,1
k,y,n,f,y,f,c,n,b,t,missing,s,k,w,p,p,w,o,e,w,v,l,1
x,f,g,f,n,f,w,b,g,e,missing,k,k,w,w,p,w,t,p,w,n,g,0
k,y,e,f,f,f,c,n,b,t,missing,k,k,w,p,p,w,o,e,w,v,p,1
x,y,c,f,m,a,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,1
k,y,e,f,s,f,c,n,b,t,missing,k,k,w,p,p,w,o,e,w,v,p,1
k,y,e,f,s,f,c,n,b,t,missing,k,k,p,w,p,w,o,e,w,v,l,1
b,s,w,f,n,f,w,b,p,e,missing,s,k,w,w,p,w,t,p,w,s,g,0
k,s,n,f,y,f,c,n,b,t,missing,k,k,p,w,p,w,o,e,w,v,d,1
x,s,e,f,y,f,c,n,b,t,missing,s,k,p,p,p,w,o,e,w,v,p,1
f,y,n,f,f,f,c,n,b,t,missing,k,s,p,w,p,w,o,e,w,v,l,1
f,s,e,f,y,f,c,n,b,t,missing,k,k,p,p,p,w,o,e,w,v,p,1
k,y,e,f,f,f,c,n,b,t,missing,s,k,p,w,p,w,o,e,w,v,d,1
k,y,e,f,f,f,c,n,b,t,missing,k,s,w,p,p,w,o,e,w,v,d,1
b,f,w,f,n,f,w,b,w,e,missing,s,s,w,w,p,w,t,p,w,n,g,0
k,y,n,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,1
f,y,e,f,y,f,c,n,b,t,missing,k,s,p,w,p,w,o,e,w,v,d,1
k,s,n,f,f,f,c,n,b,t,missing,s,k,w,p,p,w,o,e,w,v,p,1
k,y,n,f,f,f,c,n,b,t,missing,k,s,w,p,p,w,o,e,w,v,p,1
x,s,e,f,s,f,c,n,b,t,missing,k,k,w,w,p,w,o,e,w,v,l,1
x,y,g,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,0
f,s,n,f,y,f,c,n,b,t,missing,k,s,p,w,p,w,o,e,w,v,d,1
k,y,e,f,y,f,c,n,b,t,missing,k,s,w,w,p,w,o,e,w,v,p,1
k,f,w,f,n,f,w,b,w,e,missing,k,k,w,w,p,w,t,p,w,n,g,0
x,s,n,f,s,f,c,n,b,t,missing,k,s,p,p,p,w,o,e,w,v,d,1
k,y,n,f,y,f,c,n,b,t,missing,s,s,p,w,p,w,o,e,w,v,d,1
x,s,e,f,s,f,c,n,b,t,missing,s,s,p,w,p,w,o,e,w,v,d,1
k,s,w,f,n,f,w,b,w,e,missing,s,k,w,w,p,w,t,p,w,n,g,0
f,y,n,f,s,f,c,n,b,t,missing,s,s,w,p,p,w,o,e,w,v,p,1
k,s,e,f,s,f,c,n,b,t,missing,k,k,w,p,p,w,o,e,w,v,p,1
k,s,e,f,y,f,c,n,b,t,missing,k,k,w,w,p,w,o,e,w,v,p,1
f,y,e,f,f,f,c,n,b,t,missing,s,k,p,p,p,w,o,e,w,v,l,1
f,s,n,f,n,a,c,b,n,e,missing,s,s,o,o,p,n,o,p,y,v,l,0
f,y,n,f,y,f,c,n,b,t,missing,k,k,p,w,p,w,o,e,w,v,d,1
k,y,e,f,y,f,c,n,b,t,missing,s,s,p,w,p,w,o,e,w,v,d,1
k,s,e,f,y,f,c,n,b,t,missing,s,k,w,w,p,w,o,e,w,v,d,1
k,s,e,f,f,f,c,n,b,t,missing,s,k,p,w,p,w,o,e,w,v,l,1
b,s,n,f,n,a,c,b,o,e,missing,s,s,o,o,p,o,o,p,b,v,l,0
k,s,g,f,n,f,w,b,p,e,missing,k,k,w,w,p,w,t,p,w,s,g,0
x,s,n,f,n,a,c,b,n,e,missing,s,s,o,o,p,o,o,p,n,v,l,0
x,f,g,f,n,f,w,b,p,e,missing,k,k,w,w,p,w,t,p,w,n,g,0
k,s,e,f,y,f,c,n,b,t,missing,s,s,w,p,p,w,o,e,w,v,d,1
f,y,e,f,f,f,c,n,b,t,missing,s,k,w,p,p,w,o,e,w,v,d,1
k,s,n,f,s,f,c,n,b,t,missing,k,k,p,w,p,w,o,e,w,v,d,1
k,s,n,f,y,f,c,n,b,t,missing,k,s,p,w,p,w,o,e,w,v,p,1
b,s,w,f,n,f,w,b,p,e,missing,k,s,w,w,p,w,t,p,w,n,g,0
f,s,n,f,s,f,c,n,b,t,missing,s,s,p,p,p,w,o,e,w,v,d,1
b,f,g,f,n,f,w,b,p,e,missing,s,k,w,w,p,w,t,p,w,n,g,0
x,s,n,f,f,f,c,n,b,t,missing,k,s,w,w,p,w,o,e,w,v,d,1
x,y,e,f,f,f,c,n,b,t,missing,s,k,w,w,p,w,o,e,w,v,l,1
f,y,c,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,1
f,s,n,f,s,f,c,n,b,t,missing,s,s,w,p,p,w,o,e,w,v,d,1
x,y,e,f,s,f,c,n,b,t,missing,s,s,p,w,p,w,o,e,w,v,l,1
f,s,n,f,s,f,c,n,b,t,missing,k,k,w,w,p,w,o,e,w,v,l,1
f,y,e,f,f,f,c,n,b,t,missing,k,s,w,p,p,w,o,e,w,v,p,1
f,s,e,f,f,f,c,n,b,t,missing,k,k,w,p,p,w,o,e,w,v,l,1
x,s,e,f,s,f,c,n,b,t,missing,k,k,w,w,p,w,o,e,w,v,d,1
k,s,g,f,n,f,w,b,w,e,missing,k,s,w,w,p,w,t,p,w,s,g,0
x,s,e,f,y,f,c,n,b,t,missing,s,s,p,w,p,w,o,e,w,v,p,1
k,s,n,f,y,f,c,n,b,t,missing,k,s,w,p,p,w,o,e,w,v,l,1
k,y,e,f,s,f,c,n,b,t,missing,k,s,w,p,p,w,o,e,w,v,l,1
x,s,n,f,y,f,c,n,b,t,missing,k,k,w,p,p,w,o,e,w,v,p,1
b,s,g,f,n,f,w,b,g,e,missing,s,k,w,w,p,w,t,p,w,n,g,0
x,s,n,f,s,f,c,n,b,t,missing,s,s,w,p,p,w,o,e,w,v,l,1
f,s,e,f,s,f,c,n,b,t,missing,s,s,w,w,p,w,o,e,w,v,d,1
k,s,n,f,s,f,c,n,b,t,missing,s,s,p,w,p,w,o,e,w,v,d,1
b,s,g,f,n,f,w,b,w,e,missing,s,s,w,w,p,w,t,p,w,s,g,0
x,s,n,f,y,f,c,n,b,t,missing,k,k,p,p,p,w,o,e,w,v,p,1
f,y,e,f,y,f,c,n,b,t,missing,s,k,w,w,p,w,o,e,w,v,p,1
f,s,e,f,y,f,c,n,b,t,missing,s,k,p,w,p,w,o,e,w,v,d,1
f,y,n,f,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,1
b,f,g,f,n,f,w,b,g,e,missing,k,s,w,w,p,w,t,p,w,s,g,0
f,s,e,f,f,f,c,n,b,t,missing,k,k,p,p,p,w,o,e,w,v,p,1
k,s,n,f,f,f,c,n,b,t,missing,s,k,p,p,p,w,o,e,w,v,l,1
k,s,g,f,n,f,w,b,p,e,missing,s,k,w,w,p,w,t,p,w,n,g,0
k,y,n,f,f,f,c,n,b,t,missing,k,k,p,p,p,w,o,e,w,v,l,1
x,s,e,f,s,f,c,n,b,t,missing,k,k,p,p,p,w,o,e,w,v,l,1
b,s,n,f,n,a,c,b,y,e,missing,s,s,o,o,p,o,o,p,y,c,l,0
k,y,n,f,f,f,c,n,b,t,missing,s,k,p,w,p,w,o,e,w,v,l,1
f,y,n,f,s,f,c,n,b,t,missing,k,k,w,w,p,w,o,e,w,v,l,1
x,s,n,f,n,a,c,b,n,e,missing,s,s,o,o,p,n,o,p,b,c,l,0
k,s,n,f,f,f,c,n,b,t,missing,k,k,p,w,p,w,o,e,w,v,l,1
k,s,n,f,f,f,c,n,b,t,missing,k,k,p,p,p,w,o,e,w,v,d,1
k,s,n,f,s,f,c,n,b,t,missing,k,s,p,p,p,w,o,e,w,v,p,1
k,s,n,f,s,f,c,n,b,t,missing,s,s,p,w,p,w,o,e,w,v,p,1
f,y,c,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,0
f,s,n,f,n,a,c,b,n,e,missing,s,s,o,o,p,n,o,p,n,c,l,0
b,s,w,f,n,f,w,b,g,e,missing,k,k,w,w,p,w,t,p,w,n,g,0
k,s,e,f,s,f,c,n,b,t,missing,s,s,p,p,p,w,o,e,w,v,p,1
b,s,g,f,n,f,w,b,w,e,missing,s,s,w,w,p,w,t,p,w,n,g,0
k,y,e,f,y,f,c,n,b,t,missing,k,k,p,w,p,w,o,e,w,v,p,1
k,y,n,f,s,f,c,n,b,t,missing,s,s,w,w,p,w,o,e,w,v,d,1
x,s,n,f,n,a,c,b,o,e,missing,s,s,o,o,p,o,o,p,y,c,l,0
x,s,e,f,y,f,c,n,b,t,missing,k,s,w,w,p,w,o,e,w,v,p,1
x,s,n,f,f,f,c,n,b,t,missing,k,s,p,p,p,w,o,e,w,v,d,1
f,s,e,f,y,f,c,n,b,t,missing,k,s,w,w,p,w,o,e,w,v,l,1
f,y,e,f,s,f,c,n,b,t,missing,s,s,p,p,p,w,o,e,w,v,p,1
x,y,e,f,s,f,c,n,b,t,missing,k,s,p,p,p,w,o,e,w,v,p,1
k,s,e,f,f,f,c,n,b,t,missing,k,k,w,w,p,w,o,e,w,v,d,1
k,y,n,f,n,f,c,b,w,e,b,y,y,n,n,p,w,t,p,w,y,d,0
f,s,e,f,f,f,c,n,b,t,missing,s,s,w,w,p,w,o,e,w,v,d,1
k,s,n,f,s,f,c,n,b,t,missing,k,k,p,w,p,w,o,e,w,v,p,1
f,y,n,f,y,f,c,n,b,t,missing,s,s,w,w,p,w,o,e,w,v,p,1
f,s,e,f,f,f,c,n,b,t,missing,k,s,p,p,p,w,o,e,w,v,d,1
k,f,g,f,n,f,w,b,w,e,missing,s,s,w,w,p,w,t,p,w,n,g,0
k,s,n,f,f,f,c,n,b,t,missing,s,k,w,p,p,w,o,e,w,v,d,1
b,f,w,f,n,f,w,b,p,e,missing,k,s,w,w,p,w,t,p,w,s,g,0
k,s,e,f,y,f,c,n,b,t,missing,k,k,p,w,p,w,o,e,w,v,l,1
x,s,g,f,n,f,w,b,p,e,missing,k,k,w,w,p,w,t,p,w,n,g,0
k,s,n,f,n,a,c,b,y,e,missing,s,s,o,o,p,o,o,p,y,c,l,0
k,s,e,f,f,f,c,n,b,t,missing,k,s,w,p,p,w,o,e,w,v,p,1
k,y,n,f,f,f,c,n,b,t,missing,s,s,w,p,p,w,o,e,w,v,l,1
k,f,g,f,n,f,w,b,g,e,missing,k,k,w,w,p,w,t,p,w,n,g,0
x,s,n,f,y,f,c,n,b,t,missing,s,s,p,p,p,w,o,e,w,v,l,1
k,y,n,f,s,f,c,n,b,t,missing,s,s,w,p,p,w,o,e,w,v,l,1
x,f,w,f,n,f,w,b,g,e,missing,k,s,w,w,p,w,t,p,w,n,g,0
k,y,e,f,f,f,c,n,b,t,missing,k,s,p,w,p,w,o,e,w,v,p,1
k,s,e,f,f,f,c,n,b,t,missing,k,s,p,p,p,w,o,e,w,v,l,1
k,s,e,f,f,f,c,n,b,t,missing,k,k,p,w,p,w,o,e,w,v,l,1
k,y,e,f,s,f,c,n,b,t,missing,k,s,w,w,p,w,o,e,w,v,p,1
k,y,n,f,s,f,c,n,b,t,missing,s,s,p,w,p,w,o,e,w,v,p,1
k,s,g,f,n,f,w,b,g,e,missing,k,k,w,w,p,w,t,p,w,n,g,0
k,y,n,f,f,f,c,n,b,t,missing,k,k,p,p,p,w,o,e,w,v,p,1
k,s,e,f,f,f,c,n,b,t,missing,s,s,w,p,p,w,o,e,w,v,l,1
x,s,g,f,n,f,w,b,w,e,missing,s,k,w,w,p,w,t,p,w,n,g,0
f,s,n,f,n,a,c,b,y,e,missing,s,s,o,o,p,o,o,p,y,v,l,0
k,s,g,f,n,f,w,b,g,e,missing,k,s,w,w,p,w,t,p,w,n,g,0
x,s,e,f,s,f,c,n,b,t,missing,k,s,w,p,p,w,o,e,w,v,p,1
k,s,n,f,f,f,c,n,b,t,missing,s,s,w,w,p,w,o,e,w,v,d,1
k,s,n,f,s,f,c,n,b,t,missing,s,k,w,p,p,w,o,e,w,v,p,1
x,s,g,f,n,f,w,b,p,e,missing,k,s,w,w,p,w,t,p,w,s,g,0
k,y,e,f,s,f,c,n,b,t,missing,k,k,p,p,p,w,o,e,w,v,p,1
f,s,n,f,n,a,c,b,n,e,missing,s,s,o,o,p,o,o,p,y,v,l,0
k,s,w,f,n,f,w,b,w,e,missing,k,k,w,w,p,w,t,p,w,n,g,0
f,y,e,f,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,1
b,s,g,f,n,f,w,b,g,e,missing,k,k,w,w,p,w,t,p,w,s,g,0
f,y,n,f,y,f,c,n,b,t,missing,s,k,w,w,p,w,o,e,w,v,p,1
b,s,n,f,n,a,c,b,o,e,missing,s,s,o,o,p,n,o,p,b,c,l,0
b,s,g,f,n,f,w,b,w,e,missing,k,s,w,w,p,w,t,p,w,n,g,0
k,s,n,f,n,a,c,b,n,e,missing,s,s,o,o,p,o,o,p,y,c,l,0
b,s,g,f,n,f,w,b,p,e,missing,k,k,w,w,p,w,t,p,w,n,g,0
k,s,n,f,f,f,c,n,b,t,missing,k,s,w,w,p,w,o,e,w,v,l,1
k,y,n,f,y,f,c,n,b,t,missing,s,k,p,w,p,w,o,e,w,v,p,1
f,s,n,f,n,a,c,b,n,e,missing,s,s,o,o,p,n,o,p,o,c,l,0
k,s,e,f,y,f,c,n,b,t,missing,k,k,p,p,p,w,o,e,w,v,p,1
f,s,e,f,y,f,c,n,b,t,missing,s,k,w,p,p,w,o,e,w,v,p,1
k,s,n,f,y,f,c,n,b,t,missing,s,k,p,p,p,w,o,e,w,v,l,1
k,s,n,f,s,f,c,n,b,t,missing,s,k,w,p,p,w,o,e,w,v,l,1
b,s,n,f,n,a,c,b,y,e,missing,s,s,o,o,p,o,o,p,y,v,l,0
k,f,g,f,n,f,w,b,w,e,missing,k,k,w,w,p,w,t,p,w,s,g,0
b,s,n,f,n,a,c,b,o,e,missing,s,s,o,o,p,o,o,p,o,c,l,0
k,s,n,f,s,f,c,n,b,t,missing,k,s,p,w,p,w,o,e,w,v,l,1
k,y,e,f,s,f,c,n,b,t,missing,s,k,w,p,p,w,o,e,w,v,l,1
k,y,e,f,y,f,c,n,b,t,missing,k,s,p,p,p,w,o,e,w,v,p,1
